39850 -2231 0 0
OK
0 0 0 0
OK
DC_TIMING,run_id=1,n=80,min_ms=6.351,max_ms=6.356,mean_ms=6.353,ina1_fail=0,ina2_fail=0,imu_fail=0
#config,Kp=70,Ki=0,Kd=110,Ko=50,ffScalePct=100,loopHz=20,Ldb_f=157,Lkv_f=178,Ldb_r=142,Lkv_r=190,Rdb_f=146,Rkv_f=155,Rdb_r=100,Rkv_r=201
#run_id,surface,pattern,t_ms,tgtL,tgtR,pwmL,pwmR,encL,encR,velL,velR,curL,curR,curRawL,curRawR,bus_mV,ax,ay,az,gx,gy,gz
2,3,2,200,50,50,388,377,7202,6819,35,34,1173,2018,11722,20174,10740,6142,-144,16176,118,322,-2800
2,3,2,250,50,50,430,431,7231,6844,29,25,1973,2769,19728,27689,10300,3142,-434,14548,-975,604,-2113
2,3,2,300,50,50,434,451,7267,6873,36,29,3200,2609,32000,26091,9400,5830,750,16414,-419,-149,-1764
2,3,2,350,50,50,425,438,7311,6914,44,41,3109,2056,31086,20560,9344,2940,-2490,19698,171,-332,-449
2,3,2,400,50,50,412,419,7361,6964,50,50,2591,1559,25909,15593,9868,3026,1314,19204,-28,-757,418
2,3,2,450,50,50,398,394,7415,7021,54,57,1407,1149,14065,11493,10428,2082,3090,17364,1153,-809,1061
2,3,2,500,50,50,382,374,7472,7081,57,60,1195,1070,11947,10702,10932,2156,2074,20860,-800,-157,1063
2,3,2,550,50,50,369,357,7530,7142,58,61,846,972,8451,9719,11052,1744,2078,11934,-2374,922,1056
2,3,2,600,50,50,351,331,7590,7206,60,64,669,721,6687,7204,11148,1372,5168,13838,-279,-399,1121
2,3,2,650,50,50,334,305,7651,7272,61,66,615,651,6150,6511,11196,808,4046,17636,-1103,893,1056
2,3,2,700,50,50,312,283,7714,7338,63,66,610,657,6091,6570,11284,1568,-440,19470,-745,-184,925
2,3,2,750,50,50,291,257,7778,7405,64,67,506,531,5055,5304,11340,586,-3252,17838,-1692,125,1034
2,3,2,800,50,50,268,230,7843,7473,65,68,315,402,3149,4017,11416,1650,-2888,13966,-665,-611,1045
2,3,2,850,50,50,247,209,7908,7540,65,67,332,447,3311,4471,11472,-1068,-2408,20672,-18,-545,1063
2,3,2,900,50,50,230,182,7972,7608,64,68,225,324,2244,3234,11516,1424,-674,14748,1259,-1574,1077
2,3,2,950,50,50,214,164,8035,7674,63,66,206,349,2054,3487,11568,-1380,3610,17170,307,-297,1212
2,3,2,1000,50,50,200,142,8097,7740,62,66,176,262,1755,2621,11572,644,2538,15782,1344,-1548,900
2,3,2,1050,50,50,184,120,8159,7806,62,66,116,230,1151,2297,11628,850,2260,15744,-99,-428,1199
2,3,2,1100,50,50,168,102,8221,7871,62,65,78,197,776,1965,11660,224,-546,27926,2695,-1603,1140
2,3,2,1150,50,50,159,85,8281,7935,60,64,70,203,698,2024,11684,-1044,-3492,18976,-690,356,1366
2,3,2,1200,50,50,153,69,8339,7998,58,63,60,194,593,1938,11704,-128,0,19282,-273,-35,1180
2,3,2,1250,50,50,142,58,8397,8059,58,61,38,146,372,1457,11712,-1498,1726,16486,-1059,1058,1183
2,3,2,1300,50,50,135,47,8454,8119,57,60,22,155,220,1547,11716,38,2528,15250,1373,-642,1134
2,3,2,1350,50,50,133,37,8509,8178,55,59,18,136,175,1363,11728,3816,3336,19492,-808,1693,624
2,3,2,1400,50,50,133,36,8562,8234,53,56,17,153,168,1529,11732,-770,-218,17450,-1468,321,1127
2,3,2,1450,50,50,129,28,8615,8290,53,56,10,129,98,1287,11732,-170,238,19160,-244,-1040,1105
2,3,2,1500,50,50,125,20,8668,8346,53,56,6,145,59,1453,11740,-1976,-1422,19784,-478,15,1158
2,3,2,1550,50,50,131,19,8718,8400,50,54,5,153,44,1533,11744,-1584,868,20832,-852,141,786
2,3,2,1600,50,50,134,20,8767,8452,49,52,7,138,61,1376,11744,-308,816,15670,552,-300,795
2,3,2,1650,50,50,135,18,8816,8504,49,52,5,165,43,1645,11736,478,-2040,17382,-137,-648,680
2,3,2,1700,50,50,143,26,8863,8553,47,49,8,181,79,1811,11736,-244,1196,16686,-806,-113,618
2,3,2,1750,50,50,147,31,8910,8601,47,48,12,189,112,1886,11736,442,252,16462,-501,-363,509
2,3,2,1800,50,50,154,37,8956,8648,46,47,19,213,183,2131,11728,-174,854,16358,129,-210,306
2,3,2,1850,50,50,159,48,9002,8693,46,45,25,199,241,1986,11716,1198,494,10146,-1226,-33,328
2,3,2,1900,50,50,171,55,9046,8738,44,45,34,260,334,2600,11712,-2918,-3494,21792,-348,-143,-18
2,3,2,1950,50,50,175,65,9091,8782,45,44,48,266,475,2655,11696,-362,-132,17420,-378,0,-231
2,3,2,2000,-50,-50,-437,-478,9135,8823,44,41,3200,2769,32000,27689,11692,126,2216,15426,-1424,76,-469
2,3,2,2050,-50,-50,-418,-458,9137,8823,2,0,3200,2625,32000,26252,8140,810,2172,9556,146,-1994,-491
2,3,2,2100,-50,-50,-405,-402,9115,8788,-22,-35,2869,2558,28688,25579,8956,-6410,918,15306,-1094,-1254,753
2,3,2,2150,-50,-50,-465,-437,9099,8757,-16,-31,2854,3200,28539,32000,9724,-5798,-452,16416,-549,-560,2164
2,3,2,2200,-50,-50,-469,-474,9071,8729,-28,-28,2955,3200,29541,32000,8712,-5678,-798,16486,-553,128,2472
2,3,2,2250,-50,-50,-461,-476,9032,8693,-39,-36,3200,3200,32000,32000,8516,-6476,-1600,18200,-1050,-837,1235
2,3,2,2300,-50,-50,-476,-474,8993,8651,-39,-42,3200,3200,32000,32000,8328,-6332,1422,13576,562,-1680,1351
2,3,2,2350,-50,-50,-438,-446,8939,8598,-54,-53,2728,1354,27278,13542,9636,-538,-884,16740,-2311,161,373
2,3,2,2400,-50,-50,-336,-327,8858,8513,-81,-85,676,583,6752,5832,10956,822,4,15832,-148,-291,1528
2,3,2,2450,-50,-50,-268,-253,8770,8421,-88,-92,391,302,3905,3021,11392,-1904,-1866,17450,566,-72,1099
2,3,2,2500,-50,-50,-222,-249,8684,8344,-86,-77,413,248,4121,2481,11492,1416,342,16746,-508,-238,-593
2,3,2,2550,-50,-50,-179,-222,8600,8270,-84,-74,318,198,3173,1980,11516,-5060,-1310,17420,480,-610,-1424
2,3,2,2600,-50,-50,-153,-256,8522,8215,-78,-55,512,162,5119,1619,11536,-5272,-3908,18040,549,-247,-3841
2,3,2,2650,-50,-50,-193,-281,8466,8169,-56,-46,660,273,6595,2733,11496,-2214,386,17994,-827,529,-1890
2,3,2,2700,-50,-50,-260,-286,8431,8123,-35,-46,629,471,6290,4713,11412,-640,1002,16852,-281,-184,-2701
2,3,2,2750,-50,-50,-263,-285,8391,8075,-40,-48,639,547,6384,5466,11340,724,166,16704,-643,-217,-2782
2,3,2,2800,-50,-50,-277,-285,8351,8026,-40,-49,542,597,5420,5968,11336,-898,166,16726,-296,276,-2525
2,3,2,2850,-50,-50,-291,-286,8311,7977,-40,-49,654,599,6537,5990,11328,156,1624,16804,-935,160,-2778
2,3,2,2900,-50,-50,-301,-281,8270,7926,-41,-51,540,646,5394,6458,11308,2478,8952,17130,-2234,1004,-2355
2,3,2,2950,-50,-50,-302,-276,8226,7874,-44,-52,575,717,5743,7172,11324,-504,-3294,18232,-1120,-214,-2383
2,3,2,3000,-50,-50,-310,-270,8182,7821,-44,-53,586,708,5859,7082,11340,30,92,16730,-184,56,-2270
2,3,2,3050,-50,-50,-308,-266,8135,7768,-47,-53,549,670,5487,6703,11332,-754,-506,19170,-1265,506,-1936
2,3,2,3100,-50,-50,-312,-255,8088,7713,-47,-55,443,673,4421,6731,11344,1540,1310,14622,-1132,84,-1894
2,3,2,3150,-50,-50,-306,-248,8038,7658,-50,-55,446,701,4451,7013,11368,-1496,-1226,18756,-1044,300,-1320
2,3,2,3200,-50,-50,-306,-241,7988,7603,-50,-55,392,708,3913,7080,11376,-1818,-3148,22446,-4380,1094,-1081
2,3,2,3250,-50,-50,-303,-238,7937,7549,-51,-54,440,582,4396,5818,11380,606,-5636,19446,-1796,-3,-694
2,3,2,3300,-50,-50,-295,-229,7884,7494,-53,-55,364,557,3637,5570,11396,-292,590,17848,-2455,915,-218
2,3,2,3350,-50,-50,-288,-226,7830,7440,-54,-54,418,551,4173,5510,11424,1650,1740,17316,-40,-980,40
2,3,2,3400,-50,-50,-279,-214,7775,7384,-55,-56,368,601,3675,6011,11440,1884,42,11698,-797,-560,-206
2,3,2,3450,-50,-50,-272,-213,7720,7330,-55,-54,291,502,2904,5017,11460,-2038,2002,22208,-835,617,195
2,3,2,3500,-50,-50,-265,-201,7665,7274,-55,-56,272,451,2712,4511,11464,726,552,15894,-274,-255,262
2,3,2,3550,-50,-50,-251,-197,7608,7219,-57,-55,314,474,3133,4742,11504,1016,-70,13540,-488,-238,749
2,3,2,3600,-50,-50,-242,-190,7551,7164,-57,-55,256,450,2556,4499,11516,584,2320,15032,-676,-69,832
2,3,2,3650,-50,-50,-233,-187,7494,7110,-57,-54,287,377,2865,3768,11532,6946,-10994,12580,4756,-5752,-158
2,3,2,3700,-50,-50,-224,-178,7437,7055,-57,-55,232,378,2316,3782,11536,992,160,14604,1184,-444,1103
2,3,2,3750,-50,-50,-218,-171,7381,7000,-56,-55,243,341,2430,3407,11556,872,5368,14540,-107,569,914
2,3,2,3800,-50,-50,-210,-168,7325,6946,-56,-54,205,346,2042,3461,11568,-2526,-1210,18940,-529,124,682
2,3,2,3850,-50,-50,-198,-163,7268,6892,-57,-54,207,315,2062,3145,11584,1216,-58,16500,-563,-26,685
2,3,2,3900,-50,-50,-192,-158,7212,6838,-56,-54,213,298,2122,2983,11600,814,658,17618,-1084,511,975
2,3,2,3950,-50,-50,-188,-156,7157,6785,-55,-53,220,288,2192,2874,11612,336,3794,20746,-1880,575,503
OK
DC_TIMING,run_id=3,n=80,min_ms=6.352,max_ms=6.358,mean_ms=6.355,ina1_fail=0,ina2_fail=0,imu_fail=0
#config,Kp=70,Ki=0,Kd=110,Ko=50,ffScalePct=100,loopHz=20,Ldb_f=157,Lkv_f=178,Ldb_r=142,Lkv_r=190,Rdb_f=146,Rkv_f=155,Rdb_r=100,Rkv_r=201
#run_id,surface,pattern,t_ms,tgtL,tgtR,pwmL,pwmR,encL,encR,velL,velR,curL,curR,curRawL,curRawR,bus_mV,ax,ay,az,gx,gy,gz
3,3,2,0,50,50,316,293,6429,5656,0,0,758,850,7572,8503,11784,350,34,16828,-604,-30,100
3,3,2,50,50,50,371,355,6433,5658,4,2,711,2057,7108,20569,11164,1924,-934,17698,-554,102,165
3,3,2,100,50,50,421,404,6441,5665,8,7,2000,2835,19991,28348,10304,2850,120,16904,-590,209,-294
3,3,2,150,50,50,440,431,6460,5681,19,16,2946,3085,29459,30853,9296,3856,-1090,17376,-218,214,-1152
3,3,2,200,50,50,451,442,6488,5707,28,26,2934,3191,29340,31908,9092,4024,-1342,17192,-618,665,-845
3,3,2,250,50,50,450,443,6525,5742,37,35,3104,3032,31037,30317,9004,4298,-708,16666,-654,30,-631
3,3,2,300,50,50,440,436,6570,5785,45,43,2879,2841,28786,28412,9396,5366,1512,19412,-603,-102,-765
3,3,2,350,50,50,419,421,6623,5835,53,50,2298,1525,22975,15252,9860,4384,1148,18636,-1509,1217,-449
3,3,2,400,50,50,404,400,6679,5891,56,56,1624,1182,16236,11821,10448,3770,24,17942,-1860,442,-87
3,3,2,450,50,50,382,378,6739,5951,60,60,1006,1004,10058,10038,10872,724,1560,22584,-749,1,437
3,3,2,500,50,50,365,354,6800,6014,61,63,858,941,8579,9405,11052,1196,-112,17676,-1201,475,702
3,3,2,550,50,50,346,329,6862,6079,62,65,715,724,7149,7239,11140,3154,152,11870,-2847,218,952
3,3,2,600,50,50,330,305,6924,6145,62,66,585,619,5843,6187,11212,1568,-492,18604,-2220,271,1358
3,3,2,650,50,50,310,276,6987,6213,63,68,431,656,4307,6557,11284,4714,5352,10604,1220,-1071,1660
3,3,2,700,50,50,296,251,7049,6281,62,68,438,584,4378,5840,11364,3628,4618,9654,-746,116,1835
3,3,2,750,50,50,276,226,7112,6349,63,68,371,467,3707,4670,11412,696,3094,12680,2844,-1094,1931
3,3,2,800,50,50,262,198,7174,6418,62,69,283,457,2827,4570,11472,1996,3280,20658,-379,714,1902
3,3,2,850,50,50,246,179,7236,6485,62,67,252,434,2519,4337,11516,2624,2818,12778,-2259,812,1690
3,3,2,900,50,50,237,156,7296,6552,60,67,183,341,1827,3404,11548,1336,-832,15588,-1165,29,1737
3,3,2,950,50,50,216,136,7358,6618,62,66,136,309,1354,3093,11580,-76,2512,16718,129,-597,1916
3,3,2,1000,50,50,207,114,7418,6684,60,66,112,332,1118,3321,11596,-1176,5040,14720,297,-88,1865
3,3,2,1050,50,50,197,92,7477,6750,59,66,66,310,657,3098,11640,-1562,350,17740,-157,-818,2021
3,3,2,1100,50,50,185,70,7536,6816,59,66,52,271,514,2709,11664,-2556,10,16478,593,-67,2069
3,3,2,1150,50,50,180,55,7593,6880,57,64,30,262,297,2614,11684,-754,4056,16506,-767,12,1630
3,3,2,1200,50,50,174,43,7649,6942,56,62,22,248,218,2481,11692,1904,3042,13436,-600,-275,2032
3,3,2,1250,50,50,173,30,7703,7003,54,61,13,223,129,2229,11704,-854,1446,15562,274,-515,1922
3,3,2,1300,50,50,168,19,7757,7063,54,60,6,240,58,2403,11708,-1506,-342,21672,434,-449,1882
3,3,2,1350,50,50,169,13,7809,7121,52,58,4,208,32,2078,11716,26,136,18682,-672,222,1740
3,3,2,1400,50,50,167,6,7861,7178,52,57,1,234,3,2342,11716,-646,-3056,16700,-684,386,1796
3,3,2,1450,50,50,171,0,7911,7234,50,56,0,248,-3,2483,11712,-1424,744,22938,-370,-167,1622
3,3,2,1500,50,50,171,-1,7961,7288,50,54,0,216,-2,2159,11716,264,-218,16044,-368,-174,1268
3,3,2,1550,50,50,178,-3,8009,7341,48,53,-1,272,-13,2717,11716,426,1440,11160,-569,-482,1311
3,3,2,1600,50,50,184,0,8056,7392,47,51,0,248,-7,2478,11704,1830,5142,14902,4,-296,956
3,3,2,1650,50,50,188,2,8103,7442,47,50,0,307,0,3072,11700,-1172,-934,18528,-1557,-311,828
3,3,2,1700,50,50,199,9,8148,7490,45,48,1,295,4,2953,11696,-8,1690,18478,-1224,-371,710
3,3,2,1750,50,50,202,19,8194,7536,46,46,6,323,52,3233,11688,-290,-2368,19468,-554,184,299
3,3,2,1800,50,50,214,28,8238,7581,44,45,10,337,99,3371,11680,440,1586,16474,-739,41,50
3,3,2,1850,50,50,218,42,8283,7624,45,43,21,349,203,3486,11668,-480,52,16098,-479,-371,-312
3,3,2,1900,50,50,228,55,8327,7666,44,42,32,380,318,3797,11664,1684,1042,13606,37,-295,-754
3,3,2,1950,50,50,229,73,8373,7706,46,40,58,391,579,3910,11648,-616,968,14594,-573,-21,-1277
3,3,2,2000,-50,-50,-381,-472,8417,7745,44,39,377,2057,3768,20569,11648,302,-1836,19030,-406,-117,-1770
3,3,2,2050,-50,-50,-386,-453,8426,7744,9,-1,3200,2255,32000,22547,8360,-2524,5184,8408,877,-1316,-2368
3,3,2,2100,-50,-50,-386,-403,8412,7710,-14,-34,2355,2215,23542,22151,9128,-11416,-250,21734,-2105,1658,-1863
3,3,2,2150,-50,-50,-468,-436,8407,7679,-5,-31,2425,3191,24246,31908,9620,-5066,262,16520,-615,-81,416
3,3,2,2200,-50,-50,-487,-480,8390,7653,-17,-26,3200,3200,32000,32000,8572,-5472,-116,16100,-800,72,1292
3,3,2,2250,-50,-50,-462,-495,8353,7622,-37,-31,3200,3112,32000,31117,8144,-5244,-2210,15760,-630,-277,498
3,3,2,2300,-50,-50,-462,-482,8311,7580,-42,-42,3200,3099,32000,30985,8192,-6304,-2370,17900,-825,-648,-823
3,3,2,2350,-50,-50,-480,-476,8271,7533,-40,-47,3200,3200,32000,32000,8436,-8668,-6692,19936,770,-1740,-1493
3,3,2,2400,-50,-50,-466,-463,8223,7481,-48,-52,2675,3191,26746,31908,8900,-2036,3630,18036,1146,-893,-845
3,3,2,2450,-50,-50,-422,-421,8162,7418,-61,-63,2770,1451,27700,14509,9724,-2894,3086,18436,-1604,-242,655
3,3,2,2500,-50,-50,-403,-410,8100,7357,-62,-61,1255,1101,12548,11012,10520,-1794,-2324,17026,-881,-506,924
3,3,2,2550,-50,-50,-376,-388,8035,7294,-65,-63,953,792,9522,7917,10924,1282,-7534,20432,-1660,1417,803
3,3,2,2600,-50,-50,-352,-359,7969,7228,-66,-66,857,828,8567,8278,11092,622,5790,18520,-296,2,534
3,3,2,2650,-50,-50,-323,-326,7901,7159,-68,-69,676,570,6756,5697,11164,372,-4998,19900,-3007,-264,-301
3,3,2,2700,-50,-50,-287,-293,7830,7088,-71,-71,525,546,5249,5460,11284,386,8186,15710,-1454,547,-301
3,3,2,2750,-50,-50,-258,-260,7759,7016,-71,-72,376,454,3758,4541,11380,-1290,318,15454,-515,115,271
3,3,2,2800,-50,-50,-233,-233,7689,6945,-70,-71,379,378,3781,3779,11460,828,1756,18534,-747,-48,145
3,3,2,2850,-50,-50,-213,-211,7621,6876,-68,-69,263,275,2624,2753,11508,-2134,1934,23982,-1026,822,395
3,3,2,2900,-50,-50,-192,-185,7554,6807,-67,-69,228,225,2280,2248,11556,1852,-1096,17720,-1980,437,24
3,3,2,2950,-50,-50,-169,-162,7487,6739,-67,-68,249,169,2483,1687,11584,-62,-1298,17456,216,-103,68
3,3,2,3000,-50,-50,-149,-141,7421,6672,-66,-67,149,179,1483,1791,11620,2438,8564,20268,-5085,1940,-194
3,3,2,3050,-50,-50,-131,-121,7356,6606,-65,-66,131,143,1303,1430,11660,3080,-5428,20706,-753,64,-344
3,3,2,3100,-50,-50,-121,-99,7294,6540,-62,-66,74,111,734,1109,11680,876,-1294,18916,-203,25,-543
3,3,2,3150,-50,-50,-105,-84,7232,6476,-62,-64,73,100,730,997,11704,512,458,13924,-447,349,-616
3,3,2,3200,-50,-50,-96,-68,7172,6413,-60,-63,43,71,430,709,11728,4038,3590,14558,-442,62,-938
3,3,2,3250,-50,-50,-90,-54,7114,6351,-58,-62,32,69,316,687,11736,-1188,3622,17072,2800,-649,-1389
3,3,2,3300,-50,-50,-86,-45,7058,6291,-56,-60,24,62,236,619,11744,2446,5320,13638,-30,-519,-1095
3,3,2,3350,-50,-50,-82,-31,7003,6231,-55,-60,11,66,107,662,11752,1938,2170,11470,-239,-150,-870
3,3,2,3400,-50,-50,-82,-28,6950,6174,-53,-57,10,68,93,675,11756,524,5358,12074,-1013,-342,-1356
3,3,2,3450,-50,-50,-85,-19,6899,6117,-51,-57,5,65,49,648,11756,708,-1436,9464,-895,119,-1196
3,3,2,3500,-50,-50,-87,-17,6849,6062,-50,-55,5,75,48,748,11756,-10,850,17538,1602,-493,-1698
3,3,2,3550,-50,-50,-94,-17,6801,6009,-48,-53,5,85,49,852,11756,628,484,20304,-457,-44,-1414
3,3,2,3600,-50,-50,-104,-17,6755,5957,-46,-52,4,93,35,927,11748,1668,148,16920,-247,-236,-1467
3,3,2,3650,-50,-50,-113,-21,6710,5907,-45,-50,5,109,50,1086,11748,-548,-744,17744,-630,-153,-1135
3,3,2,3700,-50,-50,-123,-24,6666,5858,-44,-49,8,142,77,1415,11744,2644,-17134,17020,2072,-2334,-1727
3,3,2,3750,-50,-50,-135,-29,6623,5810,-43,-48,11,145,108,1450,11736,2494,340,16124,-251,-326,-1080
3,3,2,3800,-50,-50,-144,-39,6580,5764,-43,-46,19,184,184,1836,11728,3980,-506,16394,-415,373,-682
3,3,2,3850,-50,-50,-161,-44,6539,5718,-41,-46,22,200,215,1998,11716,894,710,17426,-672,-60,-852
3,3,2,3900,-50,-50,-170,-56,6497,5674,-42,-44,31,224,308,2241,11704,1340,-1026,16414,314,-174,-410
3,3,2,3950,-50,-50,-184,-68,6456,5631,-41,-43,51,290,502,2896,11692,1488,218,17830,-923,266,-244
OK
DC_TIMING,run_id=4,n=80,min_ms=6.353,max_ms=6.358,mean_ms=6.356,ina1_fail=0,ina2_fail=0,imu_fail=0
#config,Kp=70,Ki=0,Kd=110,Ko=50,ffScalePct=100,loopHz=20,Ldb_f=157,Lkv_f=178,Ldb_r=142,Lkv_r=190,Rdb_f=146,Rkv_f=155,Rdb_r=100,Rkv_r=201
#run_id,surface,pattern,t_ms,tgtL,tgtR,pwmL,pwmR,encL,encR,velL,velR,curL,curR,curRawL,curRawR,bus_mV,ax,ay,az,gx,gy,gz
4,3,2,0,50,50,316,293,5979,4874,0,0,705,1020,7047,10200,11780,448,80,16904,-606,-21,94
4,3,2,50,50,50,375,359,5982,4875,3,1,642,2118,6411,21180,11200,1516,944,17296,-877,313,-650
4,3,2,100,50,50,415,409,5992,4881,10,6,1697,2743,16967,27425,10172,1774,-206,17268,-962,313,-891
4,3,2,150,50,50,442,431,6010,4898,18,17,2946,3112,29459,31117,9328,4306,-1154,17672,-600,440,-439
4,3,2,200,50,50,443,441,6040,4925,30,27,2976,2914,29752,29139,8988,3952,-1588,16898,-530,581,-593
4,3,2,250,50,50,439,441,6079,4961,39,36,2828,2917,28276,29169,9296,5004,1288,15490,86,-47,-486
4,3,2,300,50,50,430,425,6125,5007,46,46,2493,2170,24929,21694,9636,5508,3456,15526,-801,-337,64
4,3,2,350,50,50,414,413,6177,5058,52,51,2324,1448,23238,14482,10136,4056,-366,12734,-743,131,179
4,3,2,400,50,50,394,387,6234,5116,57,58,1374,1149,13739,11491,10592,590,-128,18492,-1048,393,347
4,3,2,450,50,50,381,369,6292,5176,58,60,870,1007,8700,10064,11008,1672,320,18976,-1154,-189,524
4,3,2,500,50,50,359,345,6353,5239,61,63,804,739,8035,7385,11064,88,-1262,18514,-1884,533,784
4,3,2,550,50,50,344,324,6414,5303,61,64,646,692,6458,6921,11180,-770,-1504,16236,-373,-219,891
4,3,2,600,50,50,325,298,6476,5369,62,66,595,645,5947,6446,11236,560,4178,11708,-1378,314,1062
4,3,2,650,50,50,309,276,6538,5435,62,66,513,543,5122,5431,11292,1842,3038,13552,-722,-496,1270
4,3,2,700,50,50,289,254,6601,5501,63,66,417,559,4162,5588,11348,1238,-2180,16988,-309,-497,966
4,3,2,750,50,50,271,228,6664,5568,63,67,339,451,3390,4509,11428,1254,6110,21464,-2044,-239,966
4,3,2,800,50,50,253,201,6727,5636,63,68,270,470,2696,4699,11464,-1588,-7172,21918,-3203,1606,1068
4,3,2,850,50,50,239,187,6789,5701,62,65,240,432,2396,4321,11520,170,2566,13490,-51,317,1371
4,3,2,900,50,50,226,166,6850,5766,61,65,208,386,2078,3863,11552,1980,2446,10402,1157,-1617,1046
4,3,2,950,50,50,211,142,6911,5832,61,66,142,340,1412,3396,11580,1506,3998,14538,-797,-678,1531
4,3,2,1000,50,50,196,127,6972,5896,61,64,146,264,1454,2642,11604,286,-3234,14260,-2412,810,1341
4,3,2,1050,50,50,188,111,7031,5959,59,63,115,223,1148,2225,11632,-1722,-3796,18208,-1083,-86,1358
4,3,2,1100,50,50,176,90,7090,6023,59,64,74,242,734,2421,11652,760,1818,13920,-117,-834,1258
4,3,2,1150,50,50,171,82,7147,6084,57,61,69,237,683,2372,11684,42,460,16202,-1351,462,1329
4,3,2,1200,50,50,162,67,7204,6145,57,61,45,190,441,1903,11684,-26,1528,16240,-950,227,1346
4,3,2,1250,50,50,160,56,7259,6205,55,60,34,216,336,2159,11696,-178,-834,16408,-1110,195,1178
4,3,2,1300,50,50,153,50,7314,6263,55,58,25,183,244,1829,11704,-320,-2076,14980,283,-1039,1326
4,3,2,1350,50,50,153,43,7367,6320,53,57,20,176,196,1755,11712,-1358,678,19906,-849,205,940
4,3,2,1400,50,50,153,41,7419,6375,52,55,18,207,172,2073,11712,-6576,-5554,22794,-3013,918,1290
4,3,2,1450,50,50,153,38,7470,6429,51,54,19,198,188,1978,11716,826,2218,14582,158,-876,1198
4,3,2,1500,50,50,158,36,7519,6482,49,53,16,213,154,2133,11716,288,1596,14308,-96,-743,792
4,3,2,1550,50,50,159,42,7568,6532,49,50,20,208,191,2074,11712,-194,-696,14918,-562,-133,699
4,3,2,1600,50,50,167,42,7615,6582,47,50,23,235,225,2351,11712,1244,210,16716,-1279,189,539
4,3,2,1650,50,50,174,49,7661,6630,46,48,25,219,245,2190,11704,-1196,8,16734,57,-509,495
4,3,2,1700,50,50,179,59,7707,6676,46,46,39,263,387,2632,11696,-1376,1148,17810,-202,-364,351
4,3,2,1750,50,50,188,64,7752,6722,45,46,45,291,445,2907,11688,-1590,-2032,18168,-1630,892,114
4,3,2,1800,50,50,198,80,7796,6765,44,43,67,319,670,3191,11676,70,890,16846,-776,-83,-264
4,3,2,1850,50,50,206,89,7840,6808,44,43,59,306,585,3060,11652,444,1148,15416,-560,-199,-520
4,3,2,1900,50,50,210,109,7885,6848,45,40,102,308,1016,3082,11648,-1804,-1554,19544,-1373,750,-931
4,3,2,1950,50,50,217,123,7930,6888,45,40,136,344,1358,3442,11624,868,-3466,12636,-1382,-125,-1316
4,3,2,2000,-50,-50,-388,-422,7972,6927,42,39,2591,2189,25909,21888,11604,644,-528,15230,695,-712,-1336
4,3,2,2050,-50,-50,-394,-431,7980,6934,8,7,2907,2281,29065,22810,8816,-7102,-614,17414,2159,-680,-1452
4,3,2,2100,-50,-50,-360,-382,7956,6905,-24,-29,2267,1619,22668,16190,9324,-4746,528,11310,37,78,-1649
4,3,2,2150,-50,-50,-446,-447,7946,6886,-10,-19,3161,3151,31606,31512,9984,-7592,976,18524,-76,-418,-1486
4,3,2,2200,-50,-50,-476,-494,7929,6868,-17,-18,3196,3200,31958,32000,8388,-5628,546,16272,-277,325,-396
4,3,2,2250,-50,-50,-493,-478,7904,6833,-25,-35,3200,3200,32000,32000,8048,-1798,-346,15564,-1348,-1191,939
4,3,2,2300,-50,-50,-471,-463,7863,6788,-41,-45,3200,3200,32000,32000,8232,-5418,-252,19032,-1314,978,2213
4,3,2,2350,-50,-50,-455,-463,7814,6741,-49,-47,3165,3081,31644,30808,8960,-5762,-4316,16530,-697,-2442,1954
4,3,2,2400,-50,-50,-456,-460,7765,6692,-49,-49,3054,2979,30532,29786,9120,-60,3024,15124,-1219,-540,227
4,3,2,2450,-50,-50,-404,-411,7701,6629,-64,-63,2070,962,20696,9620,10052,-2710,878,15662,-158,-232,843
4,3,2,2500,-50,-50,-378,-379,7635,6562,-66,-67,1077,863,10769,8630,10728,-1456,-3284,17812,-548,-776,1918
4,3,2,2550,-50,-50,-363,-387,7571,6504,-64,-58,948,749,9479,7484,11036,3286,3466,10894,-70,-470,1497
4,3,2,2600,-50,-50,-333,-365,7504,6443,-67,-61,1091,715,10908,7144,11072,1470,1840,14906,-1389,-457,1417
4,3,2,2650,-50,-50,-310,-339,7437,6379,-67,-64,785,612,7847,6120,11172,-1658,2028,13502,339,-104,1174
4,3,2,2700,-50,-50,-283,-305,7369,6311,-68,-68,525,454,5241,4541,11288,-1782,1858,18018,-2087,250,920
4,3,2,2750,-50,-50,-251,-277,7299,6242,-70,-69,543,390,5426,3903,11384,-1798,-86,18084,-947,-67,874
4,3,2,2800,-50,-50,-231,-251,7231,6173,-68,-69,382,327,3814,3272,11440,1368,2520,17542,-297,-75,713
4,3,2,2850,-50,-50,-210,-228,7164,6105,-67,-68,371,278,3709,2777,11464,-4324,1492,21058,-230,550,447
4,3,2,2900,-50,-50,-194,-210,7099,6039,-65,-66,375,274,3745,2737,11516,910,1808,19132,-880,-33,109
4,3,2,2950,-50,-50,-170,-188,7033,5973,-66,-66,297,229,2962,2287,11552,152,-1010,16616,-101,-16,26
4,3,2,3000,-50,-50,-159,-166,6970,5907,-63,-66,196,168,1956,1674,11588,5208,8084,14446,-2509,263,33
